,Unnamed: 0,id,prediction,top1,top1_p,top2,top2_p,top3,top3_p,top4,top4_p,top5,top5_p,top1_id,top2_id,top3_id,top4_id,top5_id
470,5686,4530692_FSAHIX47_FJ6IPK6D,"1. Alkalic epithermal gold ± Ag, p=0.0411
2. U-M intrusion nickel-copper-PGE, p=0.0407
3. Fluvial placer PGE, p=0.0367
4. Porphyry gold ± copper, p=0.0321
5. Skarn uranium-REE, p=0.0314
",Alkalic epithermal gold ± Ag,0.0410871431231498,U-M intrusion nickel-copper-PGE,0.0407262779772281,Fluvial placer PGE,0.0367271862924099,Porphyry gold ± copper,0.0320562459528446,Skarn uranium-REE,0.0313867330551147,118,180,3,155,152
471,5708,4530692_FUJD23MX_PGE8QXEZ,"1. Bimodal-mafic VMS, p=0.1435
2. Mafic-siliciclastic VMS, p=0.0694
3. Bimodal felsic VMS, p=0.0642
4. Felsic-siliciclastic VMS, p=0.0486
5. U-M intrusion nickel-copper-PGE, p=0.0411
",Bimodal-mafic VMS,0.1434824466705322,Mafic-siliciclastic VMS,0.0694272965192794,Bimodal felsic VMS,0.0641501098871231,Felsic-siliciclastic VMS,0.0486437007784843,U-M intrusion nickel-copper-PGE,0.0410991869866848,110,109,111,112,180
472,5726,4530692_FVZVM7I4_VKV372WD,"1. U-M layered intrusion PGE, p=0.1588
2. Anorthosite conduit nickel-copper-PGE, p=0.1032
3. U-M intrusion nickel-copper-PGE, p=0.1010
4. U-M layered intrusion nickel-copper-PGE, p=0.0470
5. Impact U-M intrusion nickel-copper-PGE, p=0.0364
",U-M layered intrusion PGE,0.1587501019239425,Anorthosite conduit nickel-copper-PGE,0.1031706407666206,U-M intrusion nickel-copper-PGE,0.1010193824768066,U-M layered intrusion nickel-copper-PGE,0.0470152497291564,Impact U-M intrusion nickel-copper-PGE,0.0364248417317867,178,187,180,177,188
473,5768,4530692_G2EDQV72_SC5EZ22B,"1. Ophiolite nickel-copper-PGE, p=0.0944
2. Porphyry gold ± copper, p=0.0687
3. Arc U-M intru-sion nickel-copper-PGE, p=0.0561
4. Hypozonal orogenic gold, p=0.0514
5. U-M intrusion nickel-copper-PGE, p=0.0502
",Ophiolite nickel-copper-PGE,0.0944073051214218,Porphyry gold ± copper,0.068671315908432,Arc U-M intru-sion nickel-copper-PGE,0.0561373345553875,Hypozonal orogenic gold,0.0513802245259285,U-M intrusion nickel-copper-PGE,0.0501898266375064,183,155,185,86,180
474,5797,4530692_G52A7TQ8_CIUZ6XWV,"1. Magnetite-dominant IOCG, p=0.0679
2. U-M intrusion nickel-copper-PGE, p=0.0400
3. Porphyry gold ± copper, p=0.0399
4. Orogenic copper ± gold, p=0.0363
5. Bimodal-mafic VMS, p=0.0359
",Magnetite-dominant IOCG,0.0678768008947372,U-M intrusion nickel-copper-PGE,0.0399790480732917,Porphyry gold ± copper,0.0399389714002609,Orogenic copper ± gold,0.0363273173570632,Bimodal-mafic VMS,0.0359053313732147,105,180,155,92,110
475,5808,4530692_G5VT5BST_99XPIJSM,"1. Porphyry gold ± copper, p=0.1451
2. Algoma-type banded iron formation, p=0.0550
3. Orogenic copper ± gold, p=0.0467
4. Arc U-M intru-sion nickel-copper-PGE, p=0.0462
5. Bimodal-mafic VMS, p=0.0445
",Porphyry gold ± copper,0.1450817435979843,Algoma-type banded iron formation,0.0550025217235088,Orogenic copper ± gold,0.0467304438352584,Arc U-M intru-sion nickel-copper-PGE,0.0461964197456836,Bimodal-mafic VMS,0.0444576665759086,155,113,92,185,110
476,5815,4530692_G6AZIJ5X_F23REEZF,"1. U-M intrusion nickel-copper-PGE, p=0.1044
2. U-M layered intrusion nickel-copper-PGE, p=0.0452
3. Orogenic copper ± gold, p=0.0435
4. Magnetite-dominant IOCG, p=0.0402
5. Arc U-M intru-sion nickel-copper-PGE, p=0.0377
",U-M intrusion nickel-copper-PGE,0.1043628454208374,U-M layered intrusion nickel-copper-PGE,0.0451613590121269,Orogenic copper ± gold,0.0435095503926277,Magnetite-dominant IOCG,0.0402155742049217,Arc U-M intru-sion nickel-copper-PGE,0.0376635491847991,180,177,92,105,185
477,5824,4530692_G6S3R7A8_ATSF5VFJ,"1. Orogenic copper ± gold, p=0.0645
2. U-M intrusion nickel-copper-PGE, p=0.0585
3. Porphyry gold ± copper, p=0.0544
4. MVT zinc-lead, p=0.0441
5. Mesozonal orogenic gold, p=0.0344
",Orogenic copper ± gold,0.0645443126559257,U-M intrusion nickel-copper-PGE,0.0585379675030708,Porphyry gold ± copper,0.0544428341090679,MVT zinc-lead,0.0441299080848693,Mesozonal orogenic gold,0.0343749970197677,92,180,155,79,87
478,5841,4530692_G7XAU2R9_4NIMB4SG,"1. Anorthosite mas-sif titanium, p=0.0900
2. Anorthosite conduit nickel-copper-PGE, p=0.0434
3. Porphyry gold ± copper, p=0.0402
4. Iron oxide gold, p=0.0396
5. Magnetite-dominant IOA, p=0.0386
",Anorthosite mas-sif titanium,0.0900061279535293,Anorthosite conduit nickel-copper-PGE,0.0433810837566852,Porphyry gold ± copper,0.0401513390243053,Iron oxide gold,0.0396281406283378,Magnetite-dominant IOA,0.0386180430650711,186,187,155,103,107
479,5857,4530692_G929IMXC_RB7GBX99,"1. Komatiite nickel-copper-PGE, p=0.2340
2. U-M intrusion nickel-copper-PGE, p=0.0990
3. Algoma-type banded iron formation, p=0.0489
4. Vein ± replacement nickel, p=0.0484
5. Ophiolite nickel-copper-PGE, p=0.0444
",Komatiite nickel-copper-PGE,0.2340036928653717,U-M intrusion nickel-copper-PGE,0.0989511907100677,Algoma-type banded iron formation,0.0489268749952316,Vein ± replacement nickel,0.0483561940491199,Ophiolite nickel-copper-PGE,0.0443861223757267,175,180,113,122,183
480,5869,4530692_GACV4Z6X_8ACWNZQU,"1. U-M intrusion nickel-copper-PGE, p=0.1674
2. U-M conduit nickel-copper-PGE, p=0.0996
3. Arc U-M intru-sion nickel-copper-PGE, p=0.0727
4. U-M layered intrusion nickel-copper-PGE, p=0.0724
5. Impact U-M intrusion nickel-copper-PGE, p=0.0534
",U-M intrusion nickel-copper-PGE,0.167411208152771,U-M conduit nickel-copper-PGE,0.0995969995856285,Arc U-M intru-sion nickel-copper-PGE,0.072734534740448,U-M layered intrusion nickel-copper-PGE,0.072427362203598,Impact U-M intrusion nickel-copper-PGE,0.0533978380262851,180,181,185,177,188
481,5885,4530692_GBC4HNVK_7DA64KX5,"1. U-M intrusion nickel-copper-PGE, p=0.1210
2. Komatiite nickel-copper-PGE, p=0.1072
3. U-M layered intrusion nickel-copper-PGE, p=0.0708
4. Arc U-M intru-sion nickel-copper-PGE, p=0.0701
5. Ophiolite nickel-copper-PGE, p=0.0539
",U-M intrusion nickel-copper-PGE,0.120973490178585,Komatiite nickel-copper-PGE,0.1071829050779342,U-M layered intrusion nickel-copper-PGE,0.0707646459341049,Arc U-M intru-sion nickel-copper-PGE,0.070130705833435,Ophiolite nickel-copper-PGE,0.0539186522364616,180,175,177,185,183
482,5892,4530692_GBVZJPAD_WNSLT9FL,"1. Anorthosite conduit nickel-copper-PGE, p=0.0971
2. U-M intrusion nickel-copper-PGE, p=0.0749
3. U-M layered intrusion nickel-copper-PGE, p=0.0731
4. Komatiite nickel-copper-PGE, p=0.0583
5. Ophiolite nickel-copper-PGE, p=0.0581
",Anorthosite conduit nickel-copper-PGE,0.0970756858587265,U-M intrusion nickel-copper-PGE,0.0749398022890091,U-M layered intrusion nickel-copper-PGE,0.073100745677948,Komatiite nickel-copper-PGE,0.0582878217101097,Ophiolite nickel-copper-PGE,0.0580836869776248,187,180,177,175,183
483,5895,4530692_GC2ZQS7H_KU99GEVR,"1. Porphyry copper ± gold, p=0.0878
2. U-M intrusion nickel-copper-PGE, p=0.0741
3. Porphyry gold ± copper, p=0.0606
4. Orogenic copper ± gold, p=0.0578
5. Supergene copper, p=0.0444
",Porphyry copper ± gold,0.0877897962927818,U-M intrusion nickel-copper-PGE,0.0740939676761627,Porphyry gold ± copper,0.0605622790753841,Orogenic copper ± gold,0.0578482970595359,Supergene copper,0.0443964377045631,153,180,155,92,30
484,5905,4530692_GCVDKZVV_SMK9IKSM,"1. Kimberlite diamond, p=0.0923
2. U-M intrusion nickel-copper-PGE, p=0.0685
3. MVT zinc-lead, p=0.0470
4. Orogenic copper ± gold, p=0.0449
5. Hypozonal orogenic gold, p=0.0402
",Kimberlite diamond,0.0922595635056495,U-M intrusion nickel-copper-PGE,0.0684865564107894,MVT zinc-lead,0.0469556264579296,Orogenic copper ± gold,0.0449448227882385,Hypozonal orogenic gold,0.0402349717915058,174,180,79,92,86
485,5920,4530692_GE3JUAJD_2M9TKX62,"1. U-M intrusion nickel-copper-PGE, p=0.1002
2. Arc U-M intru-sion nickel-copper-PGE, p=0.0747
3. Komatiite nickel-copper-PGE, p=0.0717
4. Ophiolite nickel-copper-PGE, p=0.0709
5. U-M layered intrusion nickel-copper-PGE, p=0.0556
",U-M intrusion nickel-copper-PGE,0.1001993864774704,Arc U-M intru-sion nickel-copper-PGE,0.0746532753109932,Komatiite nickel-copper-PGE,0.0717326253652572,Ophiolite nickel-copper-PGE,0.070850558578968,U-M layered intrusion nickel-copper-PGE,0.0555971674621105,180,185,175,183,177
486,5942,4530692_GFK9ABWI_VGT85599,"1. U-M intrusion nickel-copper-PGE, p=0.0939
2. U-M layered intrusion nickel-copper-PGE, p=0.0676
3. Komatiite nickel-copper-PGE, p=0.0442
4. Ferroan carbonate polymetallic, p=0.0396
5. Impact U-M intrusion nickel-copper-PGE, p=0.0350
",U-M intrusion nickel-copper-PGE,0.0938565656542778,U-M layered intrusion nickel-copper-PGE,0.0676036924123764,Komatiite nickel-copper-PGE,0.0442352630198001,Ferroan carbonate polymetallic,0.0396276898682117,Impact U-M intrusion nickel-copper-PGE,0.0349537767469882,180,177,175,98,188
487,5952,4530692_GGFASPZZ_5678IEIP,"1. U-M layered intrusion PGE, p=0.2559
2. Fluvial placer PGE, p=0.1029
3. U-M intrusion nickel-copper-PGE, p=0.0465
4. U-M layered intrusion nickel-copper-PGE, p=0.0465
5. Ophiolite nickel-copper-PGE, p=0.0406
",U-M layered intrusion PGE,0.2558785676956177,Fluvial placer PGE,0.1029060408473014,U-M intrusion nickel-copper-PGE,0.046516727656126,U-M layered intrusion nickel-copper-PGE,0.0464529395103454,Ophiolite nickel-copper-PGE,0.0405866093933582,178,3,180,177,183
488,5968,4530692_GHR7D2CP_V4M76XRK,"1. Fluvial placer PGE, p=0.0588
2. NYF pegmatite, p=0.0533
3. Porphyry gold ± copper, p=0.0441
4. Simple pegmatite, p=0.0392
5. Anorthosite conduit nickel-copper-PGE, p=0.0381
",Fluvial placer PGE,0.0587682798504829,NYF pegmatite,0.0532724298536777,Porphyry gold ± copper,0.0441244170069694,Simple pegmatite,0.039195105433464,Anorthosite conduit nickel-copper-PGE,0.0381412208080291,3,167,155,165,187
489,5975,4530692_GICI7PH3_SSIZFHWS,"1. Komatiite nickel-copper-PGE, p=0.1549
2. U-M intrusion nickel-copper-PGE, p=0.0841
3. Vein ± replacement nickel, p=0.0481
4. Arc U-M intru-sion nickel-copper-PGE, p=0.0447
5. Reduced intrusion-related gold, p=0.0433
",Komatiite nickel-copper-PGE,0.1548759341239929,U-M intrusion nickel-copper-PGE,0.0840986296534538,Vein ± replacement nickel,0.0480675660073757,Arc U-M intru-sion nickel-copper-PGE,0.0446597263216972,Reduced intrusion-related gold,0.0433166548609733,175,180,122,185,163
490,5982,4530692_GIS3JDID_54IMGWE4,"1. Kimberlite diamond, p=0.2114
2. Fluvial placer diamond, p=0.0965
3. Shoreline placer gold, p=0.0430
4. Paleoplacer gold ± uranium, p=0.0370
5. Arc U-M intru-sion nickel-copper-PGE, p=0.0293
",Kimberlite diamond,0.2114422470331192,Fluvial placer diamond,0.0964881479740142,Shoreline placer gold,0.0430330149829387,Paleoplacer gold ± uranium,0.0369898453354835,Arc U-M intru-sion nickel-copper-PGE,0.0292578190565109,174,8,12,15,185
491,5988,4530692_GJ2F555C_I3FJDIJG,"1. U-M layered intrusion PGE, p=0.2476
2. U-M layered intrusion nickel-copper-PGE, p=0.0848
3. Fluvial placer PGE, p=0.0840
4. U-M intrusion nickel-copper-PGE, p=0.0547
5. Arc U-M intru-sion nickel-copper-PGE, p=0.0376
",U-M layered intrusion PGE,0.2475642710924148,U-M layered intrusion nickel-copper-PGE,0.0848218500614166,Fluvial placer PGE,0.0840189903974533,U-M intrusion nickel-copper-PGE,0.0547079928219318,Arc U-M intru-sion nickel-copper-PGE,0.0375871583819389,178,177,3,180,185
492,5990,4530692_GJ4T5E5B_M44WSXFW,"1. U-M intrusion nickel-copper-PGE, p=0.1183
2. Arc U-M intru-sion nickel-copper-PGE, p=0.0905
3. Komatiite nickel-copper-PGE, p=0.0574
4. U-M conduit nickel-copper-PGE, p=0.0503
5. Impact U-M intrusion nickel-copper-PGE, p=0.0450
",U-M intrusion nickel-copper-PGE,0.1182834953069686,Arc U-M intru-sion nickel-copper-PGE,0.0904990583658218,Komatiite nickel-copper-PGE,0.0573504231870174,U-M conduit nickel-copper-PGE,0.050314575433731,Impact U-M intrusion nickel-copper-PGE,0.0449927635490894,180,185,175,181,188
493,5991,4530692_GJ4T5E5B_SHGACG7R,"1. U-M intrusion nickel-copper-PGE, p=0.1118
2. Arc U-M intru-sion nickel-copper-PGE, p=0.0828
3. Komatiite nickel-copper-PGE, p=0.0517
4. Vein cobalt ± Ni, p=0.0497
5. U-M conduit nickel-copper-PGE, p=0.0485
",U-M intrusion nickel-copper-PGE,0.1117979884147644,Arc U-M intru-sion nickel-copper-PGE,0.0828154236078262,Komatiite nickel-copper-PGE,0.0516543164849281,Vein cobalt ± Ni,0.0497376024723053,U-M conduit nickel-copper-PGE,0.0484518408775329,180,185,175,123,181
494,5995,4530692_GJAHT77I_KKK3I8EH,"1. Arc U-M intrusion titanium-vanadium, p=0.2262
2. U-M layered intrusion iron-titanium-vanadium, p=0.1825
3. U-M intrusion nickel-copper-PGE, p=0.0815
4. U-M layered intrusion nickel-copper-PGE, p=0.0431
5. Arc U-M intru-sion nickel-copper-PGE, p=0.0389
",Arc U-M intrusion titanium-vanadium,0.2262350916862487,U-M layered intrusion iron-titanium-vanadium,0.182493969798088,U-M intrusion nickel-copper-PGE,0.0815019607543945,U-M layered intrusion nickel-copper-PGE,0.0430853851139545,Arc U-M intru-sion nickel-copper-PGE,0.0389153286814689,184,179,180,177,185
495,6011,4530692_GK4IGX2G_9C59WZ22,"1. U-M intrusion nickel-copper-PGE, p=0.1239
2. Ophiolite nickel-copper-PGE, p=0.0790
3. Hypozonal orogenic gold, p=0.0565
4. Arc U-M intru-sion nickel-copper-PGE, p=0.0503
5. Komatiite nickel-copper-PGE, p=0.0425
",U-M intrusion nickel-copper-PGE,0.1238748133182525,Ophiolite nickel-copper-PGE,0.0789667218923568,Hypozonal orogenic gold,0.0565035454928875,Arc U-M intru-sion nickel-copper-PGE,0.0502861998975276,Komatiite nickel-copper-PGE,0.0425326526165008,180,183,86,185,175
496,6020,4530692_GKUFCBRW_WIH6Z5F9,"1. Anorthosite mas-sif titanium, p=0.1782
2. Anorthosite conduit nickel-copper-PGE, p=0.0783
3. U-M layered intrusion iron-titanium-vanadium, p=0.0705
4. Arc U-M intrusion titanium-vanadium, p=0.0561
5. Ophiolite nickel-copper-PGE, p=0.0336
",Anorthosite mas-sif titanium,0.178169697523117,Anorthosite conduit nickel-copper-PGE,0.0782857313752174,U-M layered intrusion iron-titanium-vanadium,0.0704944059252739,Arc U-M intrusion titanium-vanadium,0.0561253167688846,Ophiolite nickel-copper-PGE,0.0335972309112548,186,187,179,184,183
497,6027,4530692_GMIBSCQD_B43KU65E,"1. U-M layered intrusion nickel-copper-PGE, p=0.0688
2. U-M intrusion nickel-copper-PGE, p=0.0680
3. Ophiolite nickel-copper-PGE, p=0.0570
4. Komatiite nickel-copper-PGE, p=0.0493
5. Anorthosite conduit nickel-copper-PGE, p=0.0488
",U-M layered intrusion nickel-copper-PGE,0.0687673315405845,U-M intrusion nickel-copper-PGE,0.0680183768272399,Ophiolite nickel-copper-PGE,0.0570013523101806,Komatiite nickel-copper-PGE,0.0492782853543758,Anorthosite conduit nickel-copper-PGE,0.0488301441073417,177,180,183,175,187
498,6057,4530692_GPWGGH2R_PESAEUFS,"1. Laterite nickel, p=0.1996
2. Greisen tin ±W-Mo, p=0.0400
3. U-M intrusion nickel-copper-PGE, p=0.0381
4. Porphyry gold ± copper, p=0.0381
5. Komatiite nickel-copper-PGE, p=0.0365
",Laterite nickel,0.1995946317911148,Greisen tin ±W-Mo,0.0400302186608314,U-M intrusion nickel-copper-PGE,0.0381301753222942,Porphyry gold ± copper,0.03805548325181,Komatiite nickel-copper-PGE,0.0365201570093631,18,160,180,155,175
499,6075,4530692_GR3Q3EG2_XPJ9S6PC,"1. U-M intrusion nickel-copper-PGE, p=0.1309
2. Arc U-M intru-sion nickel-copper-PGE, p=0.0826
3. Ophiolite nickel-copper-PGE, p=0.0607
4. U-M layered intrusion nickel-copper-PGE, p=0.0595
5. U-M conduit nickel-copper-PGE, p=0.0528
",U-M intrusion nickel-copper-PGE,0.130947396159172,Arc U-M intru-sion nickel-copper-PGE,0.0826285853981971,Ophiolite nickel-copper-PGE,0.0606922172009944,U-M layered intrusion nickel-copper-PGE,0.0594826564192771,U-M conduit nickel-copper-PGE,0.0527999922633171,180,185,183,177,181
500,6076,4530692_GR6KVBJM_HF7TRQ3J,"1. Mesozonal orogenic gold, p=0.1650
2. Hypozonal orogenic gold, p=0.1492
3. Porphyry gold ± copper, p=0.0603
4. Orogenic copper ± gold, p=0.0484
5. Arc U-M intru-sion nickel-copper-PGE, p=0.0277
",Mesozonal orogenic gold,0.1650063097476959,Hypozonal orogenic gold,0.1492200940847396,Porphyry gold ± copper,0.0603198334574699,Orogenic copper ± gold,0.0484115481376647,Arc U-M intru-sion nickel-copper-PGE,0.0277315694838762,87,86,155,92,185
501,6119,4530692_GUFSFU29_W5NRN8JV,"1. U-M layered intrusion PGE, p=0.0704
2. U-M intrusion nickel-copper-PGE, p=0.0559
3. U-M layered intrusion nickel-copper-PGE, p=0.0507
4. Arc U-M intru-sion nickel-copper-PGE, p=0.0483
5. Komatiite nickel-copper-PGE, p=0.0428
",U-M layered intrusion PGE,0.0704482123255729,U-M intrusion nickel-copper-PGE,0.0559149123728275,U-M layered intrusion nickel-copper-PGE,0.0507367849349975,Arc U-M intru-sion nickel-copper-PGE,0.048315480351448,Komatiite nickel-copper-PGE,0.0428482145071029,178,180,177,185,175
502,6121,4530692_GUJFWQS6_PDWBKVRU,"1. U-M layered intrusion PGE, p=0.0788
2. Komatiite nickel-copper-PGE, p=0.0527
3. U-M layered intrusion nickel-copper-PGE, p=0.0512
4. Laterite nickel, p=0.0496
5. Breccia pipe gold, p=0.0417
",U-M layered intrusion PGE,0.0788053050637245,Komatiite nickel-copper-PGE,0.0527454316616058,U-M layered intrusion nickel-copper-PGE,0.0512430779635906,Laterite nickel,0.0496142022311687,Breccia pipe gold,0.041677076369524,178,175,177,18,131
503,6135,4530692_GVJPXDZS_85FVXA64,"1. Orogenic copper ± gold, p=0.0816
2. Alkalic epithermal gold ± Ag, p=0.0501
3. Porphyry copper ± gold, p=0.0446
4. U-M intrusion nickel-copper-PGE, p=0.0417
5. Vein polymetallic, p=0.0417
",Orogenic copper ± gold,0.0816243290901184,Alkalic epithermal gold ± Ag,0.0500821582973003,Porphyry copper ± gold,0.0445619337260723,U-M intrusion nickel-copper-PGE,0.0417234040796756,Vein polymetallic,0.0417195707559585,92,118,153,180,129
504,6138,4530692_GW3ZT5WQ_N9EQWHG6,"1. Fluvial placer PGE, p=0.0882
2. U-M intrusion nickel-copper-PGE, p=0.0659
3. Porphyry copper ± gold, p=0.0586
4. Porphyry copper-molybdenum, p=0.0569
5. Porphyry gold ± copper, p=0.0555
",Fluvial placer PGE,0.08819130808115,U-M intrusion nickel-copper-PGE,0.0658788084983825,Porphyry copper ± gold,0.0585789009928703,Porphyry copper-molybdenum,0.0568614564836025,Porphyry gold ± copper,0.0554952323436737,3,180,153,154,155
505,6171,4530692_GZJDNKK6_GSQHEUZJ,"1. Ophiolite chro-mium, p=0.1075
2. Ophiolite nickel-copper-PGE, p=0.0782
3. Arc U-M intru-sion nickel-copper-PGE, p=0.0641
4. U-M intrusion nickel-copper-PGE, p=0.0556
5. Komatiite nickel-copper-PGE, p=0.0524
",Ophiolite chro-mium,0.1074785813689231,Ophiolite nickel-copper-PGE,0.0782214403152465,Arc U-M intru-sion nickel-copper-PGE,0.0641031861305236,U-M intrusion nickel-copper-PGE,0.0556279122829437,Komatiite nickel-copper-PGE,0.052359651774168,182,183,185,180,175
506,6203,4530692_H4HVUGT9_B7S282D7,"1. Porphyry gold ± copper, p=0.0718
2. U-M intrusion nickel-copper-PGE, p=0.0688
3. Hypozonal orogenic gold, p=0.0555
4. Arc U-M intru-sion nickel-copper-PGE, p=0.0523
5. Mesozonal orogenic gold, p=0.0413
",Porphyry gold ± copper,0.0718443766236305,U-M intrusion nickel-copper-PGE,0.0688491612672805,Hypozonal orogenic gold,0.0555499047040939,Arc U-M intru-sion nickel-copper-PGE,0.052269909530878,Mesozonal orogenic gold,0.0413202680647373,155,180,86,185,87
507,6206,4530692_H4QAPBHT_SVAVIA57,"1. Mesozonal orogenic gold, p=0.1943
2. Hypozonal orogenic gold, p=0.1547
3. Orogenic copper ± gold, p=0.0552
4. U-M intrusion nickel-copper-PGE, p=0.0461
5. Epizonal orogenic antimony ± gold, p=0.0419
",Mesozonal orogenic gold,0.1943074613809585,Hypozonal orogenic gold,0.1547482460737228,Orogenic copper ± gold,0.0551602952182292,U-M intrusion nickel-copper-PGE,0.0460932403802871,Epizonal orogenic antimony ± gold,0.0419415310025215,87,86,92,180,89
508,6227,4530692_H6QE8MEK_5NKHIIBV,"1. U-M layered intrusion nickel-copper-PGE, p=0.0812
2. U-M intrusion nickel-copper-PGE, p=0.0574
3. Supergene copper, p=0.0420
4. Impact U-M intrusion nickel-copper-PGE, p=0.0420
5. Hypozonal orogenic gold, p=0.0312
",U-M layered intrusion nickel-copper-PGE,0.0812368616461753,U-M intrusion nickel-copper-PGE,0.0573968514800071,Supergene copper,0.0420170053839683,Impact U-M intrusion nickel-copper-PGE,0.0419887639582157,Hypozonal orogenic gold,0.0312279649078845,177,180,30,188,86
509,6241,4530692_H7XHZRTD_BADXD8FQ,"1. Hypozonal orogenic gold, p=0.0781
2. U-M intrusion nickel-copper-PGE, p=0.0705
3. Mesozonal orogenic gold, p=0.0665
4. Magnetite-dominant IOCG, p=0.0308
5. Paleoplacer gold ± uranium, p=0.0268
",Hypozonal orogenic gold,0.0780724063515663,U-M intrusion nickel-copper-PGE,0.0704908221960067,Mesozonal orogenic gold,0.0664725825190544,Magnetite-dominant IOCG,0.0307787656784057,Paleoplacer gold ± uranium,0.0268429052084684,86,180,87,105,15
510,6253,4530692_H97NMZ44_QDXV9RM7,"1. U-M layered intrusion nickel-copper-PGE, p=0.0851
2. Anorthosite conduit nickel-copper-PGE, p=0.0676
3. Ophiolite nickel-copper-PGE, p=0.0469
4. U-M intrusion nickel-copper-PGE, p=0.0451
5. MVT zinc-lead, p=0.0441
",U-M layered intrusion nickel-copper-PGE,0.0850559324026107,Anorthosite conduit nickel-copper-PGE,0.06758314371109,Ophiolite nickel-copper-PGE,0.0468964129686355,U-M intrusion nickel-copper-PGE,0.045106191188097,MVT zinc-lead,0.0440657660365104,177,187,183,180,79
511,6256,4530692_H9H263DT_PGBUED8A,"1. Anorthosite mas-sif titanium, p=0.0670
2. Anorthosite conduit nickel-copper-PGE, p=0.0448
3. Paleoplacer gold ± uranium, p=0.0408
4. Carbonatite laterite REE, p=0.0387
5. Bimodal-mafic VMS, p=0.0366
",Anorthosite mas-sif titanium,0.0669688656926155,Anorthosite conduit nickel-copper-PGE,0.0447565503418445,Paleoplacer gold ± uranium,0.0408040881156921,Carbonatite laterite REE,0.0386619009077549,Bimodal-mafic VMS,0.036618884652853,186,187,15,19,110
512,6296,4530692_HCP8JSGF_BXDEMER8,"1. U-M intrusion nickel-copper-PGE, p=0.1007
2. Ophiolite nickel-copper-PGE, p=0.0869
3. Arc U-M intru-sion nickel-copper-PGE, p=0.0865
4. U-M layered intrusion nickel-copper-PGE, p=0.0616
5. Komatiite nickel-copper-PGE, p=0.0554
",U-M intrusion nickel-copper-PGE,0.1007413566112518,Ophiolite nickel-copper-PGE,0.0868599638342857,Arc U-M intru-sion nickel-copper-PGE,0.0864762440323829,U-M layered intrusion nickel-copper-PGE,0.061555191874504,Komatiite nickel-copper-PGE,0.0554342530667781,180,183,185,177,175
513,6297,4530692_HCQEN59Z_4FE39HBU,"1. Arc U-M intru-sion nickel-copper-PGE, p=0.0655
2. U-M intrusion nickel-copper-PGE, p=0.0436
3. Porphyry gold ± copper, p=0.0395
4. MVT zinc-lead, p=0.0385
5. Ophiolite nickel-copper-PGE, p=0.0343
",Arc U-M intru-sion nickel-copper-PGE,0.0654608681797981,U-M intrusion nickel-copper-PGE,0.0436232797801494,Porphyry gold ± copper,0.039457943290472,MVT zinc-lead,0.0385161451995372,Ophiolite nickel-copper-PGE,0.0342888459563255,185,180,155,79,183
514,6299,4530692_HCUF4GST_75SXQU4E,"1. Ophiolite nickel-copper-PGE, p=0.0782
2. U-M intrusion nickel-copper-PGE, p=0.0773
3. U-M layered intrusion nickel-copper-PGE, p=0.0558
4. Komatiite nickel-copper-PGE, p=0.0508
5. U-M conduit nickel-copper-PGE, p=0.0466
",Ophiolite nickel-copper-PGE,0.0781948193907737,U-M intrusion nickel-copper-PGE,0.0772559195756912,U-M layered intrusion nickel-copper-PGE,0.0557656735181808,Komatiite nickel-copper-PGE,0.0508444868028163,U-M conduit nickel-copper-PGE,0.0466328188776969,183,180,177,175,181
515,6300,4530692_HCUF4GST_NXNPSHAP,"1. Ophiolite nickel-copper-PGE, p=0.0782
2. U-M intrusion nickel-copper-PGE, p=0.0761
3. U-M layered intrusion nickel-copper-PGE, p=0.0565
4. Komatiite nickel-copper-PGE, p=0.0509
5. U-M conduit nickel-copper-PGE, p=0.0462
",Ophiolite nickel-copper-PGE,0.078196533024311,U-M intrusion nickel-copper-PGE,0.0761341899633407,U-M layered intrusion nickel-copper-PGE,0.0565322563052177,Komatiite nickel-copper-PGE,0.0508787147700786,U-M conduit nickel-copper-PGE,0.0461604110896587,183,180,177,175,181
516,6305,4530692_HDED34J3_E6SMIVVK,"1. Anorthosite conduit nickel-copper-PGE, p=0.1943
2. U-M intrusion nickel-copper-PGE, p=0.1044
3. U-M conduit nickel-copper-PGE, p=0.0533
4. Ophiolite nickel-copper-PGE, p=0.0466
5. Arc U-M intru-sion nickel-copper-PGE, p=0.0387
",Anorthosite conduit nickel-copper-PGE,0.1943127065896988,U-M intrusion nickel-copper-PGE,0.1043810844421386,U-M conduit nickel-copper-PGE,0.0532724745571613,Ophiolite nickel-copper-PGE,0.0465592890977859,Arc U-M intru-sion nickel-copper-PGE,0.0387432463467121,187,180,181,183,185
517,6317,4530692_HEDXJ8GQ_XN49V525,"1. Komatiite nickel-copper-PGE, p=0.1831
2. Ophiolite nickel-copper-PGE, p=0.0706
3. U-M layered intrusion nickel-copper-PGE, p=0.0663
4. U-M intrusion nickel-copper-PGE, p=0.0626
5. Impact U-M intrusion nickel-copper-PGE, p=0.0538
",Komatiite nickel-copper-PGE,0.183115616440773,Ophiolite nickel-copper-PGE,0.0706132873892784,U-M layered intrusion nickel-copper-PGE,0.0663399994373321,U-M intrusion nickel-copper-PGE,0.0625927075743675,Impact U-M intrusion nickel-copper-PGE,0.0537948049604892,175,183,177,180,188
